5.824410100000000057e+03 6.139996042000640530e-01
5.824427099999999882e+03 5.468794311785587503e-01
5.824444099999999708e+03 5.039957177457758952e-01
5.824461100000000442e+03 5.005233791697871748e-01
5.824478100000000268e+03 5.119623485142204000e-01
5.824495100000000093e+03 5.361338977959317909e-01
5.824512099999999919e+03 5.643184805797898385e-01
5.824529099999999744e+03 5.854407986075412795e-01
5.824546099999999569e+03 6.031631288036505278e-01
5.824563100000000304e+03 6.289975898852744329e-01
5.824580100000000130e+03 6.692246407570828781e-01
5.824597200000000157e+03 7.148620049511908991e-01
5.824614199999999983e+03 7.577109207254211221e-01
5.824631199999999808e+03 7.989924179127999571e-01
5.824648199999999633e+03 8.369617714311003986e-01
5.824665200000000368e+03 8.635061293237321633e-01
5.824682200000000194e+03 8.801074132716700804e-01
5.824699200000000019e+03 8.767324371041543829e-01
5.824716199999999844e+03 8.538155427748072013e-01
5.824733199999999670e+03 8.396214723830749405e-01
5.824750200000000405e+03 8.169637389784071280e-01
5.824767200000000230e+03 7.626336230106102176e-01
5.824784200000000055e+03 7.020180978792035509e-01
5.824801199999999881e+03 6.618160818150785607e-01
5.824818199999999706e+03 6.472648305521854217e-01
5.824835200000000441e+03 6.493790836753741136e-01
5.824852200000000266e+03 6.455596920161047469e-01
5.824869200000000092e+03 6.193131927821546867e-01
5.824886199999999917e+03 6.086858207602484638e-01
5.824903199999999742e+03 6.613281663848707970e-01
5.824920199999999568e+03 7.370136273896343848e-01
5.824937200000000303e+03 7.674081047597398619e-01
5.824954200000000128e+03 7.403758066914061242e-01
5.824971300000000156e+03 6.837539381809246697e-01
5.824988299999999981e+03 6.451960107806964384e-01
5.825005299999999806e+03 6.532462646540414530e-01
5.825022299999999632e+03 6.983945903598001159e-01
5.825039300000000367e+03 7.466881885702671973e-01
5.825056300000000192e+03 7.742961393700804607e-01
5.825073300000000017e+03 7.819148943229218274e-01
5.825090299999999843e+03 7.864786459022877763e-01
5.825107299999999668e+03 7.936617351566380707e-01
5.825124300000000403e+03 7.705505639230155746e-01
5.825141300000000228e+03 7.189757744715663534e-01
5.825158300000000054e+03 6.881775769068375626e-01
5.825175299999999879e+03 6.980651998046643048e-01
5.825192299999999705e+03 7.321398039191251428e-01
5.825209300000000439e+03 7.648194236984007244e-01
5.825226300000000265e+03 7.933096631440682556e-01
5.825243300000000090e+03 8.159509864238342347e-01
5.825260299999999916e+03 8.171114570397902677e-01
5.825277299999999741e+03 7.939945568178362612e-01
5.825294299999999566e+03 7.423187845472654089e-01
5.825311300000000301e+03 7.080193448838811854e-01
5.825328300000000127e+03 7.493516429588269467e-01
5.825345400000000154e+03 8.037875985470174234e-01
5.825362399999999980e+03 8.203201634220920191e-01
5.825379399999999805e+03 8.192973756051789014e-01
5.825396399999999630e+03 8.299791321591131199e-01
5.825413400000000365e+03 8.538514773138832226e-01
5.825430400000000191e+03 8.595558227888010494e-01
5.825447400000000016e+03 8.347732976481819778e-01
5.825464399999999841e+03 7.968854437524011125e-01
5.825481399999999667e+03 7.610045569341135074e-01
5.825498400000000402e+03 7.457393619654281158e-01
5.825515400000000227e+03 7.553727394518927607e-01
5.825532400000000052e+03 7.629098436781444059e-01
5.825549399999999878e+03 7.430999357576618669e-01
5.825566399999999703e+03 7.142018201359106033e-01
5.825583400000000438e+03 6.969231280244152504e-01
5.825600400000000263e+03 6.844492788600449185e-01
5.825617400000000089e+03 6.777419300413028980e-01
5.825634399999999914e+03 6.816078248791106464e-01
5.825651399999999740e+03 7.129138879572466392e-01
5.825668399999999565e+03 7.545340219515556113e-01
5.825685400000000300e+03 7.671420110948310445e-01
5.825702400000000125e+03 7.648933866841630680e-01
5.825719500000000153e+03 7.842323434536102589e-01
5.825736499999999978e+03 8.162456172073042637e-01
5.825753499999999804e+03 8.237875993377627992e-01
5.825770499999999629e+03 7.959301216158762848e-01
5.825787500000000364e+03 7.396626997617028465e-01
5.825804500000000189e+03 6.743008912029281321e-01
5.825821500000000015e+03 6.547406689736819940e-01
5.825838499999999840e+03 7.076487654045122699e-01
5.825855499999999665e+03 7.907202676316633649e-01
5.825872500000000400e+03 8.379532991637917982e-01
5.825889500000000226e+03 8.241658262367801413e-01
5.825906500000000051e+03 7.858100089012931555e-01
5.825923499999999876e+03 7.687851069535194259e-01
5.825940499999999702e+03 7.944270364972275678e-01
5.825957500000000437e+03 8.477006012255734468e-01
5.825974500000000262e+03 8.864624790324093784e-01
5.825991500000000087e+03 8.876265654879741396e-01
5.826008499999999913e+03 8.594966547200159068e-01
5.826025499999999738e+03 8.407219074515865920e-01
5.826042499999999563e+03 8.479187589914181089e-01
5.826059500000000298e+03 8.558156763865865102e-01
5.826076500000000124e+03 8.466592051955748044e-01
5.826093600000000151e+03 8.306805581380334313e-01
5.826110599999999977e+03 8.196860565527142040e-01
5.826127599999999802e+03 8.072039891540764289e-01
5.826144599999999627e+03 7.755659736880362587e-01
5.826161600000000362e+03 7.346542648756733129e-01
5.826178600000000188e+03 7.132462770467968838e-01
5.826195600000000013e+03 7.372363085145942074e-01
5.826212599999999838e+03 7.893955199660361854e-01
5.826229599999999664e+03 8.170635334799992711e-01
5.826246600000000399e+03 8.210254295162290328e-01
5.826263600000000224e+03 7.958549204544740352e-01
