5824.4101  0.7042
5824.4271  0.6272
5824.4441  0.5780
5824.4611  0.5740
5824.4781  0.5871
5824.4951  0.6148
5824.5121  0.6471
5824.5291  0.6713
5824.5461  0.6916
5824.5631  0.7212
5824.5801  0.7673
5824.5972  0.8196
5824.6142  0.8687
5824.6312  0.9160
5824.6482  0.9595
5824.6652  0.9899
5824.6822  1.0089
5824.6992  1.0050
5824.7162  0.9787
5824.7332  0.9624
5824.7502  0.9364
5824.7672  0.8741
5824.7842  0.8046
5824.8012  0.7585
5824.8182  0.7418
5824.8352  0.7442
5824.8522  0.7398
5824.8692  0.7097
5824.8862  0.6975
5824.9032  0.7578
5824.9202  0.8445
5824.9372  0.8793
5824.9542  0.8483
5824.9713  0.7834
5824.9883  0.7392
5825.0053  0.7484
5825.0223  0.8001
5825.0393  0.8554
5825.0563  0.8870
5825.0733  0.8957
5825.0903  0.9009
5825.1073  0.9091
5825.1243  0.8826
5825.1413  0.8235
5825.1583  0.7882
5825.1753  0.7995
5825.1923  0.8385
5825.2093  0.8759
5825.2263  0.9085
5825.2433  0.9344
5825.2603  0.9357
5825.2773  0.9092
5825.2943  0.8500
5825.3113  0.8107
5825.3283  0.8580
5825.3454  0.9203
5825.3624  0.9392
5825.3794  0.9380
5825.3964  0.9502
5825.4134  0.9775
5825.4304  0.9840
5825.4474  0.9556
5825.4644  0.9122
5825.4814  0.8711
5825.4984  0.8536
5825.5154  0.8646
5825.5324  0.8732
5825.5494  0.8505
5825.5664  0.8174
5825.5834  0.7976
5825.6004  0.7833
5825.6174  0.7756
5825.6344  0.7800
5825.6514  0.8158
5825.6684  0.8634
5825.6854  0.8778
5825.7024  0.8752
5825.7195  0.8973
5825.7365  0.9339
5825.7535  0.9425
5825.7705  0.9106
5825.7875  0.8462
5825.8045  0.7714
5825.8215  0.7490
5825.8385  0.8095
5825.8555  0.9045
5825.8725  0.9585
5825.8895  0.9427
5825.9065  0.8988
5825.9235  0.8793
5825.9405  0.9086
5825.9575  0.9695
5825.9745  1.0138
5825.9915  1.0151
5826.0085  0.9829
5826.0255  0.9614
5826.0425  0.9696
5826.0595  0.9786
5826.0765  0.9681
5826.0936  0.9498
5826.1106  0.9372
5826.1276  0.9229
5826.1446  0.8867
5826.1616  0.8399
5826.1786  0.8154
5826.1956  0.8428
5826.2126  0.9024
5826.2296  0.9340
5826.2466  0.9385
5826.2636  0.9097
5826.2806  0.8721
5826.2976  0.8557
5826.3146  0.8523
5826.3316  0.8689
5826.3486  0.9046
5826.3656  0.9232
5826.3826  0.8991
5826.3996  0.8762
5826.4166  0.8815
5826.4336  0.8867
5826.4506  0.8933
5826.4677  0.9138
5826.4847  0.9163
5826.5017  0.9006
5826.5187  0.8963
5826.5357  0.9098
5826.5527  0.9297
5826.5697  0.9476
5826.5867  0.9473
5826.6037  0.9148
5826.6207  0.8884
5826.6377  0.9016
5826.6547  0.9393
5826.6717  0.9628
5826.6887  0.9471
5826.7057  0.9218
5826.7227  0.9186
5826.7397  0.9407
5826.7567  0.9833
5826.7737  1.0135
5826.7907  0.9880
5826.8077  0.9165
5826.8247  0.8796
5826.8417  0.9188
5826.8588  0.9687
5826.8758  0.9837
5826.8928  0.9857
5826.9098  0.9940
5826.9268  0.9989
5826.9438  0.9868
5826.9608  0.9730
5826.9778  0.9691
5826.9948  0.9740
5827.0118  0.9752
5827.0288  0.9469
5827.0458  0.9010
5827.0628  0.8623
5827.0798  0.8554
5827.0968  0.8918
5827.1138  0.9447
5827.1308  0.9892
5827.1478  1.0170
5827.1648  1.0341
5827.1818  1.0550
5827.1988  1.0699
5827.2158  1.0568
5827.2329  1.0226
5827.2499  1.0054
5827.2669  1.0071
5827.2839  0.9871
5827.3009  0.9390
5827.3179  0.9066
5827.3349  0.9123
5827.3519  0.9190
5827.3689  0.9156
5827.3859  0.9415
5827.4029  0.9829
5827.4199  0.9953
5827.4369  0.9656
5827.4539  0.9282
5827.4709  0.9155
5827.4879  0.9133
5827.5049  0.9231
5827.5219  0.9569
5827.5389  0.9899
5827.5559  1.0036
5827.5729  1.0073
5827.5899  1.0222
5827.6070  1.0358
5827.6240  1.0257
5827.6410  0.9897
5827.6580  0.9332
5827.6750  0.8914
5827.6920  0.8965
5827.7090  0.9333
5827.7260  0.9641
5827.7430  0.9667
5827.7600  0.9601
5827.7770  0.9694
5827.7940  0.9900
5827.8110  1.0051
5827.8280  1.0072
5827.8450  0.9841
5827.8620  0.9387
5827.8790  0.9225
5827.8960  0.9559
5827.9130  0.9816
5827.9300  0.9677
5827.9470  0.9386
5827.9640  0.9438
5827.9811  0.9957
5827.9981  1.0417
5828.0151  1.0691
5828.0321  1.0920
5828.0491  1.0918
5828.0661  1.0724
5828.0831  1.0568
5828.1001  1.0414
5828.1171  1.0295
5828.1341  1.0275
5828.1511  0.9992
5828.1681  0.9327
5828.1851  0.9051
5828.2021  0.9501
5828.2191  0.9930
5828.2361  0.9900
5828.2531  0.9706
5828.2701  0.9644
5828.2871  0.9583
5828.3041  0.9382
5828.3211  0.9323
5828.3381  0.9659
5828.3552  0.9849
5828.3722  0.9569
5828.3892  0.9447
5828.4062  0.9882
5828.4232  1.0496
5828.4402  1.0874
5828.4572  1.0965
5828.4742  1.0733
5828.4912  1.0222
5828.5082  0.9746
5828.5252  0.9543
5828.5422  0.9486
5828.5592  0.9425
5828.5762  0.9505
5828.5932  0.9889
5828.6102  1.0209
5828.6272  1.0116
5828.6442  0.9996
5828.6612  1.0130
5828.6782  1.0234
5828.6952  1.0296
5828.7122  1.0368
5828.7293  1.0183
5828.7463  0.9688
5828.7633  0.9393
5828.7803  0.9695
5828.7973  1.0251
5828.8143  1.0431
5828.8313  1.0135
5828.8483  0.9729
5828.8653  0.9617
5828.8823  0.9947
5828.8993  1.0428
5828.9163  1.0601
5828.9333  1.0358
5828.9503  0.9909
5828.9673  0.9604
5828.9843  0.9684
5829.0013  0.9862
5829.0183  0.9857
5829.0353  1.0008
5829.0523  1.0354
5829.0693  1.0458
5829.0863  1.0366
5829.1034  1.0386
5829.1204  1.0517
5829.1374  1.0626
5829.1544  1.0673
5829.1714  1.0681
5829.1884  1.0590
5829.2054  1.0404
5829.2224  1.0303
5829.2394  1.0321
5829.2564  1.0202
5829.2734  0.9868
5829.2904  0.9738
5829.3074  1.0058
5829.3244  1.0464
5829.3414  1.0545
5829.3584  1.0218
5829.3754  0.9734
5829.3924  0.9513
5829.4094  0.9759
5829.4264  1.0163
5829.4434  1.0396
5829.4604  1.0580
5829.4775  1.0715
5829.4945  1.0671
5829.5115  1.0547
5829.5285  1.0478
5829.5455  1.0467
5829.5625  1.0492
5829.5795  1.0548
5829.5965  1.0624
5829.6135  1.0696
5829.6305  1.0693
5829.6475  1.0662
5829.6645  1.0569
5829.6815  1.0172
5829.6985  0.9714
5829.7155  0.9760
5829.7325  1.0196
5829.7495  1.0542
5829.7665  1.0669
5829.7835  1.0620
5829.8005  1.0532
5829.8175  1.0714
5829.8345  1.1070
5829.8516  1.0970
5829.8686  1.0155
5829.8856  0.9242
5829.9026  0.8876
5829.9196  0.9153
5829.9366  0.9565
5829.9536  0.9616
5829.9706  0.9470
5829.9876  0.9423
5830.0046  0.9312
5830.0216  0.8977
5830.0386  0.8936
5830.0556  0.9443
5830.0726  0.9829
5830.0896  0.9750
5830.1066  0.9640
5830.1236  0.9623
5830.1406  0.9526
5830.1576  0.9580
5830.1746  0.9994
5830.1916  1.0492
5830.2086  1.0741
5830.2257  1.0706
5830.2427  1.0653
5830.2597  1.0689
5830.2767  1.0579
5830.2937  1.0232
5830.3107  0.9906
5830.3277  0.9828
5830.3447  0.9964
5830.3617  0.9971
5830.3787  0.9626
5830.3957  0.9176
5830.4127  0.8941
5830.4297  0.9035
5830.4467  0.9374
5830.4637  0.9577
5830.4807  0.9513
5830.4977  0.9611
5830.5147  0.9888
5830.5317  0.9861
5830.5487  0.9647
5830.5657  0.9600
5830.5827  0.9417
5830.5998  0.9014
5830.6168  0.8978
5830.6338  0.9231
5830.6508  0.9307
5830.6678  0.9478
5830.6848  0.9876
5830.7018  0.9926
5830.7188  0.9787
5830.7358  0.9996
5830.7528  1.0135
5830.7698  0.9885
5830.7868  0.9622
5830.8038  0.9566
5830.8208  0.9699
5830.8378  0.9919
5830.8548  0.9991
5830.8718  0.9864
5830.8888  0.9769
5830.9058  0.9843
5830.9228  0.9991
5830.9398  1.0072
5830.9568  1.0094
5830.9739  1.0150
5830.9909  1.0291
5831.0079  1.0489
5831.0249  1.0633
5831.0419  1.0541
5831.0589  1.0171
5831.0759  0.9910
5831.0929  1.0216
5831.1099  1.0790
5831.1269  1.1048
5831.1439  1.0905
5831.1609  1.0660
5831.1779  1.0461
5831.1949  1.0192
5831.2119  0.9831
5831.2289  0.9642
5831.2459  0.9864
5831.2629  1.0350
5831.2799  1.0604
5831.2969  1.0431
5831.3139  1.0153
5831.3309  0.9952
5831.3479  0.9870
5831.3650  0.9967
5831.3820  0.9954
5831.3990  0.9546
5831.4160  0.9185
5831.4330  0.9412
5831.4500  0.9857
5831.4670  1.0109
5831.4840  1.0285
5831.5010  1.0322
5831.5180  1.0017
5831.5350  0.9615
5831.5520  0.9371
5831.5690  0.9217
5831.5860  0.9337
5831.6030  0.9823
5831.6200  1.0079
5831.6370  0.9826
5831.6540  0.9473
5831.6710  0.9203
5831.6880  0.9059
5831.7050  0.9371
5831.7220  1.0035
5831.7391  1.0414
5831.7561  1.0295
5831.7731  1.0002
5831.7901  0.9951
5831.8071  1.0178
5831.8241  1.0290
5831.8411  1.0031
5831.8581  0.9782
5831.8751  0.9867
5831.8921  1.0013
5831.9091  1.0084
5831.9261  1.0146
5831.9431  1.0051
5831.9601  0.9844
5831.9771  0.9898
5831.9941  1.0168
5832.0111  1.0205
5832.0281  1.0052
5832.0451  1.0124
5832.0621  1.0549
5832.0791  1.1045
5832.0961  1.1070
5832.1132  1.0514
5832.1302  1.0022
5832.1472  1.0022
5832.1642  1.0311
5832.1812  1.0428
5832.1982  1.0266
5832.2152  1.0103
5832.2322  1.0032
5832.2492  0.9946
5832.2662  0.9822
5832.2832  0.9720
5832.3002  0.9604
5832.3172  0.9487
5832.3342  0.9520
5832.3512  0.9633
5832.3682  0.9604
5832.3852  0.9419
5832.4022  0.9435
5832.4192  0.9905
5832.4362  1.0476
5832.4532  1.0723
5832.4702  1.0722
5832.4873  1.0760
5832.5043  1.0759
5832.5213  1.0405
5832.5383  0.9774
5832.5553  0.9404
5832.5723  0.9593
5832.5893  1.0008
5832.6063  1.0248
5832.6233  1.0205
5832.6403  0.9970
5832.6573  0.9632
5832.6743  0.9409
5832.6913  0.9562
5832.7083  0.9958
5832.7253  1.0407
5832.7423  1.0721
5832.7593  1.0620
5832.7763  1.0191
5832.7933  0.9824
5832.8103  0.9635
5832.8273  0.9476
5832.8443  0.9471
5832.8614  0.9710
5832.8784  0.9822
5832.8954  0.9835
5832.9124  1.0075
5832.9294  1.0251
5832.9464  1.0203
5832.9634  1.0286
5832.9804  1.0403
5832.9974  1.0282
5833.0144  1.0041
5833.0314  0.9893
5833.0484  0.9937
5833.0654  1.0048
5833.0824  1.0060
5833.0994  0.9968
5833.1164  0.9805
5833.1334  0.9608
5833.1504  0.9627
5833.1674  0.9959
5833.1844  1.0161
5833.2014  1.0066
5833.2184  0.9979
5833.2355  1.0003
5833.2525  1.0046
5833.2695  1.0085
5833.2865  1.0235
5833.3035  1.0524
5833.3205  1.0637
5833.3375  1.0417
5833.3545  1.0135
5833.3715  0.9967
5833.3885  0.9794
5833.4055  0.9666
5833.4225  0.9773
5833.4395  1.0088
5833.4565  1.0358
5833.4735  1.0300
5833.4905  0.9997
5833.5075  0.9868
5833.5245  1.0043
5833.5415  1.0242
5833.5585  1.0384
5833.5755  1.0506
5833.5925  1.0527
5833.6096  1.0439
5833.6266  1.0235
5833.6436  0.9935
5833.6606  0.9785
5833.6776  0.9922
5833.6946  1.0203
5833.7116  1.0408
5833.7286  1.0366
5833.7456  1.0014
5833.7626  0.9563
5833.7796  0.9380
5833.7966  0.9495
5833.8136  0.9666
5833.8306  0.9764
5833.8476  0.9754
5833.8646  0.9609
5833.8816  0.9443
5833.8986  0.9421
5833.9156  0.9537
5833.9326  0.9727
5833.9496  0.9859
5833.9666  0.9769
5833.9837  0.9501
5834.0007  0.9239
5834.0177  0.9126
5834.0347  0.9171
5834.0517  0.9347
5834.0687  0.9538
5834.0857  0.9562
5834.1027  0.9429
5834.1197  0.9258
5834.1367  0.9248
5834.1537  0.9421
5834.1707  0.9659
5834.1877  0.9904
5834.2047  0.9982
5834.2217  0.9830
5834.2387  0.9856
5834.2557  1.0158
5834.2727  1.0319
5834.2897  1.0229
5834.3067  1.0180
5834.3237  1.0385
5834.3407  1.0604
5834.3578  1.0481
5834.3748  1.0245
5834.3918  1.0297
5834.4088  1.0287
5834.4258  0.9989
5834.4428  0.9736
5834.4598  0.9725
5834.4768  0.9879
5834.4938  0.9966
5834.5108  0.9844
5834.5278  0.9631
5834.5448  0.9508
5834.5618  0.9489
5834.5788  0.9589
5834.5958  0.9785
5834.6128  0.9889
5834.6298  0.9707
5834.6468  0.9315
5834.6638  0.9056
5834.6808  0.9124
5834.6978  0.9465
5834.7148  0.9804
5834.7319  0.9840
5834.7489  0.9648
5834.7659  0.9692
5834.7829  0.9995
5834.7999  1.0103
5834.8169  1.0049
5834.8339  1.0031
5834.8509  0.9903
5834.8679  0.9766
5834.8849  0.9940
5834.9019  1.0253
5834.9189  1.0367
5834.9359  1.0312
5834.9529  1.0267
5834.9699  1.0313
5834.9869  1.0388
5835.0039  1.0300
5835.0209  0.9941
5835.0379  0.9621
5835.0549  0.9672
5835.0719  0.9957
5835.0889  1.0120
5835.1060  0.9925
5835.1230  0.9560
5835.1400  0.9340
5835.1570  0.9322
5835.1740  0.9471
5835.1910  0.9741
5835.2080  1.0037
5835.2250  1.0250
5835.2420  1.0318
5835.2590  1.0290
5835.2760  1.0176
5835.2930  0.9934
5835.3100  0.9728
5835.3270  0.9836
5835.3440  1.0119
5835.3610  1.0270
5835.3780  1.0275
5835.3950  1.0137
5835.4120  0.9901
5835.4290  0.9844
5835.4460  0.9985
5835.4630  0.9970
5835.4800  0.9794
5835.4971  0.9710
5835.5141  0.9748
5835.5311  0.9731
5835.5481  0.9535
5835.5651  0.9338
5835.5821  0.9328
5835.5991  0.9392
5835.6161  0.9480
5835.6331  0.9630
5835.6501  0.9757
5835.6671  0.9807
5835.6841  0.9842
5835.7011  0.9883
5835.7181  0.9889
5835.7351  0.9873
5835.7521  0.9831
5835.7691  0.9757
5835.7861  0.9804
5835.8031  1.0018
5835.8201  1.0120
5835.8371  0.9987
5835.8541  0.9757
5835.8712  0.9511
5835.8882  0.9360
5835.9052  0.9433
5835.9222  0.9591
5835.9392  0.9677
5835.9562  0.9844
5835.9732  1.0071
5835.9902  1.0064
5836.0072  0.9760
5836.0242  0.9526
5836.0412  0.9780
5836.0582  1.0177
5836.0752  1.0154
5836.0922  0.9976
5836.1092  1.0000
5836.1262  1.0146
5836.1432  1.0195
5836.1602  1.0078
